car_id,name,km_driven,transmission,owner,mileage,engine,max_power,torque
CarID4994,Maruti Baleno RS 1.0 Petrol,15000,Manual,First Owner,21.1 kmpl,998 CC,100.5 bhp,150Nm@ 1700-4500rpm
CarID4995,Hyundai i20 Magna Optional 1.2,27500,Manual,First Owner,18.5 kmpl,1197 CC,82.9 bhp,113.8Nm@ 4000rpm
CarID4996,Toyota Innova 2.5 VX (Diesel) 8 Seater,110000,Manual,Second Owner,12.99 kmpl,2494 CC,100.6 bhp,200Nm@ 1200-3600rpm
CarID4997,Mahindra Logan Petrol 1.4 GLE,120000,Manual,First Owner,15.7 kmpl,1390 CC,75 bhp,"110@ 3,000(kgm@ rpm)"
CarID4998,Maruti Ciaz VDi Option SHVS,70000,Manual,First Owner,28.09 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm
CarID4999,Toyota Qualis FS B3,290000,Manual,First Owner,13.1 kmpl,2446 CC,75 bhp,151Nm@ 2400rpm
CarID5000,Honda Accord 2.4 MT,74000,Manual,Second Owner,12.8 kmpl,2354 CC,177.6 bhp,222Nm@ 4300rpm
CarID5001,Honda Mobilio S i DTEC,120000,Manual,First Owner,24.2 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm
CarID5002,Honda City 2017-2020 GXi,140000,Manual,First Owner,17.7 kmpl,1497 CC,78 bhp,"12.7@ 2,700(kgm@ rpm)"
CarID5003,Maruti Ignis 1.2 Delta BSIV,40000,Manual,First Owner,20.89 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm
CarID5004,Maruti Baleno Delta Automatic,20000,Automatic,First Owner,21.4 kmpl,1197 CC,83.1 bhp,115Nm@ 4000rpm
CarID5005,Maruti Vitara Brezza VDi,15000,Manual,First Owner,24.3 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm
CarID5006,Fiat Palio 1.2,35000,Manual,First Owner,,,,
CarID5007,Tata Tiago 1.2 Revotron XE,16000,Manual,First Owner,23.84 kmpl,1199 CC,84 bhp,114Nm@ 3500rpm
CarID5008,Honda City 1.3 EXI,130000,Manual,First Owner,13.0 kmpl,1343 CC,90 bhp,11.3kgm@ 4700rpm
CarID5009,Tata Safari DICOR 2.2 EX 4x2,118000,Manual,Second Owner,13.93 kmpl,2179 CC,138.03 bhp,320Nm@ 1700-2700rpm
CarID5010,Maruti Swift ZXI BSIII,44000,Manual,Second Owner,16.1 kmpl,1298 CC,88.2 bhp,"11.5@ 4,500(kgm@ rpm)"
CarID5011,Maruti Ertiga ZDI,50000,Manual,Second Owner,20.77 kmpl,1248 CC,88.8 bhp,200Nm@ 1750rpm
CarID5012,Maruti Eeco 5 Seater AC BSIV,60000,Manual,First Owner,15.37 kmpl,1196 CC,73 bhp,101Nm@ 3000rpm
CarID5013,Hyundai i20 Sportz Option 1.2,147000,Manual,Second Owner,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm
CarID5014,Tata Indica V2 DLS TC,40000,Manual,Second Owner,16.8 kmpl,1405 CC,62 bhp,"12.5@ 2,500(kgm@ rpm)"
CarID5015,Maruti Swift Dzire VXI,100000,Manual,Third Owner,19.1 kmpl,1197 CC,85.8 bhp,114Nm@ 4000rpm
CarID5016,Maruti Ertiga SHVS ZDI Plus,55000,Manual,First Owner,24.52 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm
CarID5017,Maruti Celerio ZDi,40000,Manual,Second Owner,27.62 kmpl,793 CC,47 bhp,125Nm@ 2000rpm
CarID5018,Maruti Ritz VDi,64000,Manual,Third Owner,21.1 kmpl,1248 CC,73.9 bhp,113Nm@ 4500rpm
CarID5019,Maruti Zen LXI,100000,Manual,Second Owner,17.3 kmpl,993 CC,60 bhp,78Nm@ 4500rpm
CarID5020,Maruti Ertiga SHVS ZDI Plus,50000,Manual,First Owner,24.52 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm
CarID5021,Volvo S60 D4 SUMMUM,30000,Automatic,First Owner,9.0 kmpl,1984 CC,181 bhp,400Nm@ 1750-2500rpm
CarID5022,Maruti Wagon R VXI Plus,30000,Manual,First Owner,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm
CarID5023,Maruti Zen LXI,150000,Manual,First Owner,17.3 kmpl,993 CC,60 bhp,78Nm@ 4500rpm
CarID5024,Tata Zest Revotron 1.2 XT,24177,Manual,First Owner,17.57 kmpl,1193 CC,88.7 bhp,140Nm@ 1500-4000rpm
CarID5025,Tata Indigo LX,80000,Manual,First Owner,16.1 kmpl,1405 CC,70 bhp,"13.5@ 2,500(kgm@ rpm)"
CarID5026,Maruti Wagon R LXI,150000,Manual,Second Owner,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm
CarID5027,Renault Lodgy 85PS RxE 7 Seater,120000,Manual,Second Owner,21.04 kmpl,1461 CC,83.8 bhp,200Nm@ 1900rpm
CarID5028,Mahindra Scorpio VLX 2WD AIRBAG BSIV,121779,Manual,First Owner,12.05 kmpl,2179 CC,120 bhp,290Nm@ 1800-2800rpm
CarID5029,Maruti Baleno Delta 1.3,56000,Manual,First Owner,27.39 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm
CarID5030,Maruti SX4 Vxi BSIII,100000,Manual,Fourth & Above Owner,15.0 kmpl,1586 CC,104.68 bhp,"145@ 4,100(kgm@ rpm)"
CarID5031,Maruti Swift LXI Option,12000,Manual,First Owner,20.4 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm
CarID5032,Maruti Vitara Brezza ZDi,15381,Manual,First Owner,24.3 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm
CarID5033,Mahindra Bolero SLX 4WD BSIII,5000,Manual,First Owner,13.6 kmpl,2523 CC,63 bhp,180 Nm at 1440-1500rpm
CarID5034,Nissan Terrano XV Premium 110 PS,40000,Manual,First Owner,19.01 kmpl,1461 CC,108.5 bhp,248Nm@ 2250rpm
CarID5035,Maruti Wagon R LXI CNG,35000,Manual,Second Owner,26.6 km/kg,998 CC,58.16 bhp,77Nm@ 3500rpm
CarID5036,Maruti Alto K10 LXI,10000,Manual,First Owner,23.95 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm
CarID5037,Mahindra XUV500 W10 AWD,10000,Manual,First Owner,16.0 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm
CarID5038,Maruti Swift AMT ZXI BSIV,25000,Automatic,First Owner,22.0 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm
CarID5039,Maruti Wagon R AMT VXI,50000,Automatic,First Owner,20.51 kmpl,998 CC,67 bhp,90Nm@ 3500rpm
CarID5040,Tata Nexon 1.2 Revotron XE,30000,Manual,First Owner,17.0 kmpl,1198 CC,108.5 bhp,170Nm@ 1750-4000rpm
CarID5041,Hyundai Verna 1.6 CRDi SX,23000,Manual,First Owner,23.9 kmpl,1582 CC,126.2 bhp,259.9Nm@ 1900-2750rpm
CarID5042,Mahindra Thar CRDe ABS,15000,Manual,First Owner,16.55 kmpl,2498 CC,105 bhp,247Nm@ 1800-2000rpm
CarID5043,Maruti Wagon R AMT VXI,5000,Automatic,Second Owner,20.51 kmpl,998 CC,67 bhp,90Nm@ 3500rpm
CarID5044,Maruti Ertiga VDI,15000,Manual,Second Owner,20.77 kmpl,1248 CC,88.76 bhp,200Nm@ 1750rpm
CarID5045,Hyundai Creta 1.4 EX Diesel,20000,Manual,First Owner,22.1 kmpl,1396 CC,88.7 bhp,219.7Nm@ 1500-2750rpm
CarID5046,Ford EcoSport 1.5 TDCi Titanium BSIV,50000,Manual,First Owner,22.77 kmpl,1498 CC,98.59 bhp,205Nm@ 1750-3250rpm
CarID5047,Ford Figo 1.2P Ambiente MT,40000,Manual,Second Owner,18.16 kmpl,1196 CC,86.8 bhp,112Nm@ 4000rpm
CarID5048,Maruti Zen Estilo 1.1 VXI BSIII,70000,Manual,Third Owner,18.2 kmpl,1061 CC,64 bhp,84Nm@ 3500rpm
CarID5049,Maruti Celerio ZXI Optional,15000,Manual,First Owner,23.1 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm
CarID5050,Hyundai Grand i10 Magna,10000,Manual,First Owner,18.9 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm
CarID5051,Maruti Vitara Brezza ZDi Plus Dual Tone,25000,Manual,First Owner,24.3 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm
CarID5052,Hyundai Verna 1.6 VTVT,50000,Manual,Third Owner,17.01 kmpl,1591 CC,121.3 bhp,154.9Nm@ 4200rpm
CarID5053,Toyota Etios VX,70000,Manual,First Owner,17.6 kmpl,1496 CC,88.7 bhp,132Nm@ 3000rpm
CarID5054,Maruti Ignis Zeta AMT,5000,Automatic,First Owner,20.89 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm
CarID5055,Maruti A-Star Vxi,60000,Manual,First Owner,19.0 kmpl,998 CC,66.1 bhp,90Nm@ 3500rpm
CarID5056,Maruti Zen Estilo VXI BSIII,74800,Manual,Second Owner,18.2 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm
CarID5057,Maruti 800 AC BSIII,80000,Manual,Second Owner,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm
CarID5058,Maruti Eeco CNG 5 Seater AC BSIV,270000,Manual,First Owner,21.94 km/kg,1196 CC,61.7 bhp,85Nm@ 3000rpm
CarID5059,Hyundai EON 1.0 Era Plus,120000,Manual,First Owner,20.3 kmpl,998 CC,68.05 bhp,94.14Nm@ 3500rpm
CarID5060,Honda City 2017-2020 EXi,120000,Manual,Second Owner,17.7 kmpl,1497 CC,78 bhp,"12.7@ 2,700(kgm@ rpm)"
CarID5061,Toyota Qualis FS F7,250000,Manual,Fourth & Above Owner,,,,
CarID5062,Maruti Swift Dzire VXi,80000,Manual,Third Owner,17.5 kmpl,1298 CC,85.8 bhp,114Nm@ 4000rpm
CarID5063,Mahindra XUV500 W8 4WD,120000,Manual,Second Owner,15.1 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm
CarID5064,Mahindra XUV300 W8,20000,Manual,First Owner,17.0 kmpl,1197 CC,108.6 bhp,200Nm@ 2000-3500rpm
CarID5065,Maruti Wagon R LXI Minor,70000,Manual,Second Owner,18.9 kmpl,1061 CC,67 bhp,84Nm@ 3500rpm
CarID5066,Maruti Wagon R VXI BS IV,40000,Manual,First Owner,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm
CarID5067,Maruti Ritz LXI,100000,Manual,Second Owner,21.1 kmpl,1197 CC,85.80 bhp,114Nm@ 4000rpm
CarID5068,Maruti Swift VXI,123000,Manual,First Owner,18.6 kmpl,1197 CC,85.8 bhp,114Nm@ 4000rpm
CarID5069,Hyundai Verna 1.6 SX CRDi (O),77000,Manual,First Owner,22.32 kmpl,1582 CC,126.32 bhp,259.8Nm@ 1900-2750rpm
CarID5070,Volkswagen Polo 1.0 MPI Trendline BSIV,7000,Manual,First Owner,18.78 kmpl,999 CC,75 bhp,95Nm@ 3000-4300rpm
CarID5071,Maruti Eeco 5 Seater AC BSIV,70000,Manual,First Owner,15.37 kmpl,1196 CC,73 bhp,101Nm@ 3000rpm
CarID5072,Ford Figo 1.5D Titanium MT,30000,Manual,First Owner,25.83 kmpl,1498 CC,99 bhp,215Nm@ 1750-3000rpm
CarID5073,Hyundai i20 1.4 CRDi Sportz,120000,Manual,Third Owner,23.0 kmpl,1396 CC,90 bhp,22.4 kgm at 1750-2750rpm
CarID5074,Chevrolet Spark 1.0 LT,70000,Manual,First Owner,18.0 kmpl,995 CC,62 bhp,90.3Nm@ 4200rpm
CarID5075,Honda City 1.5 S MT,105000,Manual,First Owner,17.0 kmpl,1497 CC,118 bhp,146Nm at 4800 rpm
CarID5076,Hyundai Accent Executive,109322,Manual,Second Owner,16.36 kmpl,1495 CC,93.7 bhp,124.6Nm@ 3500rpm
CarID5077,Nissan Sunny Diesel XV,120000,Manual,First Owner,21.64 kmpl,1461 CC,84.8 bhp,200Nm@ 2000rpm
CarID5078,Jeep Compass 2.0 Limited,24000,Manual,First Owner,17.1 kmpl,1956 CC,170 bhp,350Nm@ 1750-2500rpm
CarID5079,Maruti Baleno Zeta 1.3,70000,Manual,Second Owner,27.39 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm
CarID5080,Tata Tiago NRG Petrol,35000,Manual,First Owner,24.0 kmpl,1199 CC,83.81 bhp,114Nm@ 3500rpm
CarID5081,Maruti 800 AC,80000,Manual,Third Owner,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm
CarID5082,Maruti SX4 S Cross 2015-2017 DDiS 200 Zeta,70000,Manual,Second Owner,23.65 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm
CarID5083,Mahindra Scorpio 2.6 SLX Turbo 7 Seater,100000,Manual,Fourth & Above Owner,10.5 kmpl,2179 CC,120 bhp,290Nm@ 1800-2800rpm
CarID5084,Jaguar XE 2016-2019 2.0L Diesel Prestige,9000,Automatic,First Owner,13.6 kmpl,1999 CC,177 bhp,430Nm@ 1750-2500rpm
CarID5085,Lexus ES 300h,20000,Automatic,First Owner,22.37 kmpl,2487 CC,214.56 bhp,202Nm@ 3600-5200rpm
CarID5086,Jaguar XF 2.0 Diesel Portfolio,45000,Automatic,First Owner,19.33 kmpl,1999 CC,177 bhp,430Nm@ 1750-2500rpm
CarID5087,Tata Safari Storme EX,110000,Manual,First Owner,14.1 kmpl,2179 CC,147.94 bhp,320Nm@ 1500-3000rpm
CarID5088,Volvo XC40 D4 Inscription BSIV,20000,Automatic,First Owner,18.0 kmpl,1969 CC,190 bhp,400Nm
CarID5089,Toyota Camry 2.5 Hybrid,68089,Automatic,First Owner,19.16 kmpl,2494 CC,157.7 bhp,213Nm@ 4500rpm
CarID5090,Maruti Wagon R LXI,58343,Manual,First Owner,21.79 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm
CarID5091,Maruti Baleno Alpha 1.3,38817,Manual,First Owner,27.39 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm
CarID5092,Honda Jazz VX,56494,Manual,First Owner,18.2 kmpl,1199 CC,88.7 bhp,110Nm@ 4800rpm
CarID5093,Toyota Innova 2.5 VX (Diesel) 7 Seater,79328,Manual,Second Owner,12.99 kmpl,2494 CC,100.6 bhp,200Nm@ 1200-3600rpm
CarID5094,Maruti Swift AMT VVT VXI,5621,Automatic,First Owner,22.0 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm
CarID5095,Toyota Etios VX,25538,Manual,First Owner,16.78 kmpl,1496 CC,88.73 bhp,132Nm@ 3000rpm
CarID5096,Maruti Swift AMT ZXI,69779,Automatic,First Owner,22.0 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm
CarID5097,Hyundai Grand i10 1.2 CRDi Sportz,56290,Manual,First Owner,24.0 kmpl,1186 CC,73.97 bhp,190.24nm@ 1750-2250rpm
CarID5098,BMW X4 M Sport X xDrive20d,7500,Automatic,First Owner,16.78 kmpl,1995 CC,190 bhp,400Nm@ 1750-2500rpm
CarID5099,BMW X4 M Sport X xDrive20d,8500,Automatic,First Owner,16.78 kmpl,1995 CC,190 bhp,400Nm@ 1750-2500rpm
CarID5100,Honda Amaze V CVT Petrol BSIV,7032,Automatic,First Owner,19.0 kmpl,1199 CC,88.76 bhp,110Nm@ 4800rpm
CarID5101,Skoda Rapid 1.6 MPI AT Elegance,11000,Automatic,First Owner,14.3 kmpl,1598 CC,103.5 bhp,153Nm@ 3800rpm
CarID5102,Volvo V40 D3 R-Design,2000,Automatic,First Owner,16.8 kmpl,1984 CC,150 bhp,350Nm@ 1500-2750rpm
CarID5103,Maruti Wagon R Stingray VXI Optional,40000,Manual,First Owner,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm
CarID5104,Maruti Wagon R AMT VXI,20000,Automatic,First Owner,20.51 kmpl,998 CC,67 bhp,90Nm@ 3500rpm
CarID5105,Hyundai Santro Xing XG AT eRLX Euro II,90000,Automatic,Second Owner,,,,
CarID5106,Fiat Grande Punto 1.3 Dynamic (Diesel),60000,Manual,First Owner,20.3 kmpl,1248 CC,75 bhp,197Nm@ 1750rpm
CarID5107,Mahindra Scorpio M2DI,475000,Manual,Third Owner,13.5 kmpl,2179 CC,115 bhp,277.5Nm@ 1700-2200rpm
CarID5108,Maruti Wagon R LX BSIII,70000,Manual,Second Owner,17.3 kmpl,1061 CC,64 bhp,"8.6@ 3,500(kgm@ rpm)"
CarID5109,Maruti Wagon R VXI BS IV,40000,Manual,Second Owner,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm
CarID5110,Maruti Swift Dzire VDI,34000,Manual,Second Owner,28.4 kmpl,1248 CC,74.02 bhp,190Nm@ 2000rpm
CarID5111,Mahindra XUV500 W6 2WD,120000,Manual,First Owner,15.1 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm
CarID5112,Tata Tigor 1.2 Revotron XZ,10000,Manual,First Owner,20.3 kmpl,1199 CC,84 bhp,114Nm@ 3500rpm
CarID5113,Mahindra Bolero 2011-2019 SLX,80000,Manual,Second Owner,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1400-2200rpm
CarID5114,Honda City 2017-2020 GXi,100000,Manual,Second Owner,17.7 kmpl,1497 CC,78 bhp,"12.7@ 2,700(kgm@ rpm)"
CarID5115,Mahindra Xylo D2,120000,Manual,First Owner,13.0 kmpl,2489 CC,95 bhp,220Nm at 1400-2600 rpm
CarID5116,Honda City 2017-2020 GXi,100000,Manual,Second Owner,17.7 kmpl,1497 CC,78 bhp,"12.7@ 2,700(kgm@ rpm)"
CarID5117,Hyundai Grand i10 Sportz,25000,Manual,First Owner,18.9 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm
CarID5118,Maruti Wagon R LXI Minor,52000,Manual,Second Owner,18.9 kmpl,1061 CC,67 bhp,84Nm@ 3500rpm
CarID5119,Maruti Swift Dzire VDI,63000,Manual,First Owner,23.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm
CarID5120,Maruti A-Star Vxi,90000,Manual,Second Owner,19.0 kmpl,998 CC,66.1 bhp,90Nm@ 3500rpm
CarID5121,Tata Tiago 1.2 Revotron XM,60000,Manual,First Owner,23.84 kmpl,1199 CC,84 bhp,114Nm@ 3500rpm
CarID5122,Maruti Alto LX,35000,Manual,First Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm
CarID5123,Mahindra Bolero DI,80000,Manual,First Owner,13.6 kmpl,2523 CC,63 bhp,180 Nm at 1440-1500rpm
CarID5124,Ford Figo Diesel ZXI,110000,Manual,Second Owner,20.0 kmpl,1399 CC,68 bhp,160Nm@ 2000rpm
CarID5125,Toyota Fortuner 4x4 MT,20000,Manual,First Owner,12.55 kmpl,2982 CC,168.5 bhp,343Nm@ 1400-3400rpm
CarID5126,Ford EcoSport 1.5 TDCi Titanium Plus BSIV,90000,Manual,First Owner,22.77 kmpl,1498 CC,98.59 bhp,205Nm@ 1750-3250rpm
CarID5127,BMW X1 sDrive20i xLine,30000,Automatic,Second Owner,15.71 kmpl,1998 CC,189 bhp,280Nm@ 1350-4600rpm
CarID5128,Maruti Swift Dzire VDI,61000,Manual,First Owner,26.59 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm
CarID5129,Maruti Omni Limited Edition,66000,Manual,First Owner,14.7 kmpl,796 CC,37 bhp,62Nm@ 2500rpm
CarID5130,Datsun GO Plus Anniversary Edition,80000,Manual,First Owner,20.62 kmpl,1198 CC,67 bhp,104Nm@ 4000rpm
CarID5131,Hyundai Creta 1.6 CRDi SX Plus,27000,Manual,Second Owner,19.67 kmpl,1582 CC,126.2 bhp,259.9Nm@ 1900-2750rpm
CarID5132,Mahindra KUV 100 G80 K8 Dual Tone,60000,Manual,First Owner,18.15 kmpl,1198 CC,82 bhp,115Nm@ 3500-3600rpm
CarID5133,Maruti Wagon R VXI BS IV,139000,Manual,First Owner,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm
CarID5134,Maruti Eeco CNG 5 Seater AC BSIV,60000,Manual,First Owner,21.94 km/kg,1196 CC,61.7 bhp,85Nm@ 3000rpm
CarID5135,Maruti 800 AC,10000,Manual,Second Owner,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm
CarID5136,Ford Ecosport 1.5 Diesel Titanium,30000,Manual,First Owner,21.7 kmpl,1498 CC,98.96 bhp,215Nm@ 1750-2500rpm
CarID5137,Hyundai Verna 1.6 SX CRDI (O) AT,125000,Automatic,First Owner,22.32 kmpl,1582 CC,126.32 bhp,259.8Nm@ 1900-2750rpm
CarID5138,Maruti Swift Dzire VDI,45000,Manual,First Owner,28.4 kmpl,1248 CC,74.02 bhp,190Nm@ 2000rpm
CarID5139,Chevrolet Spark 1.0 LT,30000,Manual,First Owner,18.0 kmpl,995 CC,62 bhp,90.3Nm@ 4200rpm
CarID5140,Maruti Alto LXi,80500,Manual,Second Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm
CarID5141,Toyota Etios Liva VXD,200000,Manual,First Owner,23.59 kmpl,1364 CC,67.04 bhp,170Nm@ 1800-2400rpm
CarID5142,Mahindra Bolero 2011-2019 SLX,60000,Manual,First Owner,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1400-2200rpm
CarID5143,Maruti 800 AC Uniq,18000,Manual,Second Owner,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm
CarID5144,Maruti Zen D,110000,Manual,Second Owner,20.8 kmpl,1527 CC,58 bhp,789Nm@ 2250rpm
CarID5145,Maruti Alto LX,90000,Manual,Second Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm
CarID5146,Honda City 2017-2020 GXi,120000,Manual,Second Owner,17.7 kmpl,1497 CC,78 bhp,"12.7@ 2,700(kgm@ rpm)"
CarID5147,Maruti Swift Dzire VDI,127000,Manual,First Owner,28.4 kmpl,1248 CC,74.02 bhp,190Nm@ 2000rpm
CarID5148,Maruti Ertiga SHVS ZDI Plus,70000,Manual,First Owner,24.52 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm
CarID5149,Hyundai i20 1.4 CRDi Sportz,116500,Manual,First Owner,23.0 kmpl,1396 CC,90 bhp,22.4 kgm at 1750-2750rpm
CarID5150,Hyundai i20 Sportz 1.2,120000,Manual,First Owner,18.5 kmpl,1197 CC,82.85 bhp,113.7Nm@ 4000rpm
CarID5151,Hyundai Verna Xi (Petrol),100000,Manual,Fourth & Above Owner,13.9 kmpl,1599 CC,103.2 bhp,"14.9@ 3,000(kgm@ rpm)"
CarID5152,Ford Figo Diesel Titanium,90000,Manual,Second Owner,20.0 kmpl,1399 CC,68 bhp,160Nm@ 2000rpm
CarID5153,Audi Q7 3.0 TDI Quattro,120000,Automatic,Third Owner,12.07 kmpl,2967 CC,241.4 bhp,550Nm@ 1750-2750rpm
CarID5154,Tata Hexa XTA,40000,Automatic,First Owner,17.6 kmpl,2179 CC,153.86 bhp,400Nm@ 1750-2500rpm
CarID5155,Volkswagen Ameo 1.5 TDI Comfortline,18000,Manual,First Owner,21.66 kmpl,1498 CC,108.62 bhp,250Nm@ 1500-3000rpm
CarID5156,Maruti Vitara Brezza LDi Option,70000,Manual,First Owner,24.3 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm
CarID5157,Mahindra XUV500 W7 BSIV,29000,Manual,First Owner,15.1 kmpl,2179 CC,152.87 bhp,360Nm@ 1750-2800rpm
CarID5158,Maruti Baleno Delta 1.2,65755,Manual,First Owner,21.4 kmpl,1197 CC,83.1 bhp,115Nm@ 4000rpm
CarID5159,Ford EcoSport 1.5 Diesel Titanium BSIV,2600,Manual,First Owner,23.0 kmpl,1498 CC,98.96 bhp,205Nm@ 1750-3250rpm
CarID5160,Mahindra XUV500 AT W6 2WD,46000,Automatic,First Owner,16.0 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm
CarID5161,Hyundai EON Era Plus,15000,Manual,Second Owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm
CarID5162,Maruti Swift Dzire VDI,60000,Manual,First Owner,23.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm
CarID5163,Maruti Alto K10 VXI AGS Optional,15500,Automatic,First Owner,23.95 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm
CarID5164,Honda Amaze S i-Dtech,120000,Manual,First Owner,25.8 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm
CarID5165,Mitsubishi Lancer 2.0 GLd,120000,Manual,Third Owner,14.8 kmpl,1998 CC,68 bhp,"12.5@ 3,000(kgm@ rpm)"
CarID5166,Tata Spacio Gold-10/6 Str BSII,120000,Manual,Third Owner,14.6 kmpl,2956 CC,63 bhp,"18@ 1,600-2,200(kgm@ rpm)"
CarID5167,Mahindra Bolero SLX,80000,Manual,Second Owner,13.6 kmpl,2523 CC,63 bhp,180 Nm at 1440-1500rpm
CarID5168,Mahindra Marazzo M2 BSIV,40000,Manual,First Owner,17.3 kmpl,1497 CC,121 bhp,300Nm@ 1750-2500rpm
CarID5169,Ford Figo Aspire 1.2 Ti-VCT Trend,15000,Manual,First Owner,18.16 kmpl,1196 CC,86.8 bhp,112Nm@ 4000rpm
CarID5170,Tata Aria Pride,110000,Manual,Second Owner,13.7 kmpl,2179 CC,138.1 bhp,320Nm@ 1700-2700rpm
CarID5171,Toyota Innova 2.5 G (Diesel) 8 Seater,80000,Manual,Second Owner,12.99 kmpl,2494 CC,100.6 bhp,200Nm@ 1400-3400rpm
CarID5172,Renault Duster 110PS Diesel RxL AMT,50000,Automatic,First Owner,19.6 kmpl,1461 CC,108.45 bhp,245Nm@ 1750rpm
CarID5173,Mahindra Scorpio VLS AT 2.2 mHAWK,110000,Automatic,First Owner,11.79 kmpl,2179 CC,120 bhp,290Nm@ 1800-2800rpm
CarID5174,Honda Amaze S i-Dtech,100000,Manual,First Owner,25.8 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm
CarID5175,Hyundai Verna CRDi 1.6 AT SX Option,20000,Automatic,First Owner,22.0 kmpl,1582 CC,126.2 bhp,259.87nm@ 1500-3000rpm
CarID5176,Mahindra Bolero 2011-2019 ZLX,135000,Manual,First Owner,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1400-2200rpm
CarID5177,Tata Indigo CS LS (TDI) BS-III,50700,Manual,First Owner,19.09 kmpl,1405 CC,69.01 bhp,135Nm@ 2500rpm
CarID5178,Volkswagen Polo Diesel Highline 1.2L,70000,Manual,Second Owner,22.07 kmpl,1199 CC,73.9 bhp,180Nm@ 2000rpm
CarID5179,Mercedes-Benz New C-Class 200 K AT,120000,Automatic,First Owner,11.7 kmpl,1796 CC,178 bhp,"24.5@ 3,500-4,500(kgm@ rpm)"
CarID5180,Toyota Innova 2.5 VX (Diesel) 8 Seater,112000,Manual,Second Owner,12.99 kmpl,2494 CC,100.6 bhp,200Nm@ 1200-3600rpm
CarID5181,Hyundai Grand i10 1.2 CRDi Sportz,35000,Manual,First Owner,24.0 kmpl,1186 CC,73.97 bhp,190.24nm@ 1750-2250rpm
CarID5182,Renault Duster 110PS Diesel RxZ,50000,Manual,First Owner,19.6 kmpl,1461 CC,108.45 bhp,245Nm@ 1750rpm
CarID5183,Toyota Innova 2.5 GX (Diesel) 7 Seater,121000,Manual,Third Owner,12.99 kmpl,2494 CC,100.6 bhp,200Nm@ 1200-3600rpm
CarID5184,Mahindra Scorpio 2009-2014 SLE 7S BSIII,120000,Manual,Second Owner,12.05 kmpl,2179 CC,120 bhp,290Nm@ 1800-2800rpm
CarID5185,Toyota Corolla H2,90000,Manual,Third Owner,13.4 kmpl,1794 CC,125 bhp,"16.1@ 4,200(kgm@ rpm)"
